,remarks_medical,,adverse_events,,text,Bemærkninger fra læge,,,,,,,,y,,,,,Any remarks from medical staff. Repeated instrument.
,bed_q_1,binge_eating_disorder_questionnaire,bedq,,radio,"1. Haft episoder med tvangsoverspisning? (dvs. at du indenfor et kort tidsrum (fx to timer) spiste væsentligt mere, end hvad der er normalt)?","0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen",,,,,,,y,,,,,"Binge eating episode defined as eating a significantly larger amount of food than normal within a short time period, indicative of loss of control."
,waist_hip_ratio_v10,visit_10,besgsdag_10_5f76,,calc,Talje-/hofteratio,[waist_average_v10]/[hip_average_v10],,,,,,,y,,,,,The waist hip ratio in cm. Calculated using the average of the 2 waist measurements and 2 hip measurements. Visit 10.
,weight_garmin_v10,visit_10,besgsdag_10_5f76,,text,Vægt på deltagerens egen Garmin vægt:,,,number_1dp_comma_decimal,,,,,y,,,,,The participant's weight on the digital Garmin scale in the participant's home. Visit 10.
,weight_room_v10,visit_10,besgsdag_10_5f76,,text,Hvilket lokale blev vægten målt i?,,Fx: 2.26 ,,,,,,y,,,,,Indicates which scale in which room that was used for weighing the participant. Visit 10.
,weight_v10,visit_10,besgsdag_10_5f76,,text,"Vægt:
(OBS! foretages inden DXA på alm vægt/bioimpedansvægt)",,"Vægt i let påklædning, uden sko og i kg med én decimal. ",number_1dp_comma_decimal,49.9,200.1,,,y,,,,,"Participant's weight in kilograms, measured with light clothing using a digital scale. Measured to the nearest 0.1 kg. Visit 10."
,whr_deviation_adminribe_v10,visit_10,besgsdag_10_5f76,,text,Beskriv afvigelsen i talje-hofte mål,,,,,,,[whr_deviation_v10] = '1',y,,,,,Description of any deviations regarding the measurements of the waist hip ratio. Visit 10.
,whr_deviation_v10,visit_10,besgsdag_10_5f76,,radio,Talje-hofte mål,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v10,,Record any deviations from protocol during waist hip circumference measurement. Visit 10.
,date_v5,visit_05,besgsdag_5,,text,Dato for besøget,,,date_dmy,01.02.2023,31.12.2028,,,y,,,,,Date of visit. Visit 5. @today
,identified_name_cpr_v5,visit_05,besgsdag_5,,radio,Er deltageren identificeret med navn og CPR-nummer?,"1, Ja | 2, Nej",,,,,y,,y,,,,,Indicates whether the participant has been identified by full name and personal identification number (CPR). Visit 5.
information_before_long_visit_v5_admin,information_before_long_visit_v5,visit_05,besgsdag_5,Før besøg 6,descriptive,"<div class=""rich-text-field-label""><p>Husk deltageren på at gennemgå <em>""Sådan forbereder du dig før besøg 2, 3, 4, 6, 8 og 10"" </em>i deltagermappen forud for besøg 6.</p></div>",,,,,,,,,,,,,"Reminder for the participant to review ""How to prepare before visits 2, 4, 6, 8, and 10"" in the participant folder prior to visit 6. Visit 5."
relative_name_v5_admin,relative_name_v5,visit_05,besgsdag_5,,text,Hvem?,,,,,,,[relative_v5] = '1',y,,,,,The name of the relative attending the visit. Visit 5.
relative_v5_admin,relative_v5,visit_05,besgsdag_5,,radio,Er der pårørende med til besøget?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates whether a relative or accompanying person is present at the visit. Visit 5.
,sens_application_date_v5,visit_05,besgsdag_5,,text,Dato for påsættelse af aktivitetsmåler (SENS):,,,date_dmy,01.01.2025,01.01.2030,,[sens_applied_v9] = '1',y,,,,,Date of SENS application. Visit 5.
,sens_applied_v5,visit_05,besgsdag_5,,radio,Er aktivitetsmåler (SENS) påsat?,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether SENS device has been applied. Visit 5.
,sens_download_phone_v5,visit_05,besgsdag_5,Aktivitetsmåler (SENS),radio,"<div class=""rich-text-field-label""><p>Har deltageren fået downloadet SENS motion appen på sin mobil eller tablet?</p> <p><em><span style=""font-weight: normal;"">I deltagermappen findes ""SOP SENS Påsætning"" som har en QR-kode deltagerne kan scanne for at downloade SENS motion app (Appstore og Google Play Store). </span></em></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has downloaded the SENS app to their phone. Visit 5.
,sens_id_nr_v5,visit_05,besgsdag_5,,text,Angiv nummer på den klargjorte aktivitetsmåler:,,"Klistermærke på bagsiden af sensoren, eks:  I-54B.61F",,,,,,y,,,,,Identification of the SENS tracker. Visit 5.
,sens_info_v5,visit_05,besgsdag_5,,radio,"<div class=""rich-text-field-label""><p>Har deltageren fået information om brugen af aktivitetsmåler (SENS)?<br><br><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">Information om brug til SENS</span>:</span></p> <p><em><span style=""font-weight: normal;"">""Du vil under projektperioden skulle have påsat en aktivitetsmåler (SENS) fire gange, og bære den i en måleperiode på 10 dage. Vi sætter en på dig i dag, som du vil skulle have på i 10 dage. Derefter må du tage den af. Du får en zippose med hjem, som du kan ligge den I og medbringe til næste besøg.</span></em></p> <p><em><span style=""font-weight: normal;"">Du må gerne tage korte brusebade, og du kan kortvarigt opholde dig i vand (f.eks. svømmehal eller havvand). Dog anbefales det ikke at opholde sig i længere badekar, spa eller meget varm vand. Derudover fraråder vi også, at du går i sauna i perioden du bærer aktivitetsmåleren.</span></em></p> <p><em><span style=""font-weight: normal;"">Du får et ekstra plaster med hjem i tilfælde af, at aktivitetsmåleren falder af og skal påsættes igen. Hvis dette sker, bør du notere i skemaet (i zipposen) hvornår aktivitetsmåleren blev fjernet, hvornår den blev påsat igen og evt. årsag til aftagningen. </span></em></p> <p><em><span style=""font-weight: normal;"">I din deltagermappe finder du en trinvis guide til, hvordan du påsætter aktivitetsmåleren igen. Hvis der bliver udfordringer med at påsætte aktivitetsmåleren igen, kontakter du os og vi finder ud af det sammen.</span></em></p> <p><em><span style=""font-weight: normal;"">Appen skal åbnes i nærheden af aktivitetsmåleren én gang i døgnet. Her skal du blot åbne appen <span style=""text-decoration: underline;"">uden</span> at trykke på noget, da data automatisk overføres når appen har forbindelse til aktivitetsmåleren. Lad appen forblive åben i et par minutter. Du kan eksempelvis gøre dette hver aften, mens du børster tænder.</span></em><em><span style=""font-weight: normal;""> I deltagermappen kan læse mere om hvordan du kan se om appen overfører data fra sensoren.</span></em></p> <p> </p></div>","1, Ja | 2, Nej",,,,,,[sens_applied_v9] = '1',y,,,,,Whether the participant has received information about SENS. Visit 5.
,sens_notapplied_reason_v5,visit_05,besgsdag_5,,notes,"Hvad er årsagen til, at deltageren ikke har fået påmonteret aktivitetsmåler (SENS)?",,,,,,,[sens_applied_v5] = '2',y,,,,,Reason why the SENS accelerometer was not applied. Recorded by study staff. Visit 5.
,sens_patches_and_zip_given_v5,visit_05,besgsdag_5,,radio,Har deltageren fået udleveret zippose (ekstra plaster og registreringsskema)?,"1, Ja | 2, Nej",,,,,,[sens_applied_v9] = '1',y,,,,,Indicates if participant has received zip bag with extra patches. Visit 5.
,sens_turned_on_v5,visit_05,besgsdag_5,,radio,"<div class=""rich-text-field-label""><p>Er aktivitetsmåleren tændt og måleperiode registreret i SENS webappen?<br><br><span style=""font-weight: normal;""><em>OBS: Tjek batteri.</em></span></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Indicates if tracker is turned on and time period for measuring registred in webapp. Visit 5.
,sp_note_visit_v5,visit_05,besgsdag_5,SP,radio,Er der skrevet notat for besøget i SP?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates whether a note for the visit is documented in SP. Visit 5.
staff_initials_v5_admin,staff_initials_v5,visit_05,besgsdag_5,,text,Initialer på projektpersonale,,,,,,y,,y,,,,,Initials of the study staff member responsible for conducting the visit. Visit 5.
,stool_kit_v5,visit_05,besgsdag_5,Kits til hjemmeprøver (afføring),radio,Har deltageren fået udleveret materiale til hjemmetagning af afføringsprøver?,"1, Ja | 2, Nej",,,,,,,y,,,,,Stool sample home collection kit handed out to participant. Visit 5.
,visit_attention_points_v5,visit_05,besgsdag_5,,notes,Opmærksomhedspunkter for besøget,,,,,,,,,,,,,"Documents any important notes, considerations, or issues relevant for the visit. Visit 5."
,adverse_events_v6,visit_06,besgsdag_6,Adverse events,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ecf0f1;"">Har deltageren haft nogen adverse events siden besøg 4?</span></p> <p><span style=""font-weight: normal;""><em><span style=""background-color: #ecf0f1;"">Har du siden sidst haft nogen gener eller været utilpas?</span></em></span></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,If there has been any adverse events. Visit 6.
,alcohol_intake_v6,visit_06,besgsdag_6,,text,"Hvis deltageren IKKE har undgået at drikke alkohol de sidste 24 timer, hvor meget er så drukket og hvornår? ",,,,,,,[alcohol_v6] = '2',y,,,,,Indicates how much alcohol the participants has had and when the past 24 hours. Visit 6.
,alcohol_v6,visit_06,besgsdag_6,,radio,Har deltageren afholdt sig fra at drikke alkohol de sidste 24 timer?,"1, Ja | 2, Nej",Dette er vigtigt for at få så korrekte målinger som muligt,,,,,,y,,,,,Indicates if the participant has avoided alcohol the past 24 hours. Visit 6.
,blood_pressure_deviation_v6,visit_06,besgsdag_6,,radio,Blodtryk og puls,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v6,,Record any deviations from protocol during blood pressure measurement. Visit 6.
bloodsample_minus15_v6_dq,bloodsample_minus15_v6,visit_06,besgsdag_6,,radio,Er blodprøve 1 taget (tid -15)?,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed bloodsample measurement 1, performed approximately 15 minutes prior to the intervention. Visit 6."
bloodsample_minus5_v6_dq,bloodsample_minus5_v6,visit_06,besgsdag_6,,radio,Er blodprøve 2 taget (tid -5)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Records whether a bloodsample was taken at time -5. Visit 6.
bloodsample_time120_v6_dq,bloodsample_time120_v6,visit_06,besgsdag_6,Tid 120,radio,Er blodprøve 6 taget (tid 120)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 120. Visit 6.
bloodsample_time180_v6_dq,bloodsample_time180_v6,visit_06,besgsdag_6,Tid 180,radio,Er blodprøve 7 taget (tid 180)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 180. Visit 6.
bloodsample_time240_v6_dq,bloodsample_time240_v6,visit_06,besgsdag_6,Tid 240,radio,Er blodprøve 8 taget (tid 240 min)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken approximately 240 minutes into the intervention. Visit 6.
bloodsample_time30_v6_dq,bloodsample_time30_v6,visit_06,besgsdag_6,Tid 30,radio,Er blodprøve 3 taget (tid 30)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 30. Visit 6.
bloodsample_time60_v6_dq,bloodsample_time60_v6,visit_06,besgsdag_6,Tid 60,radio,"Er blodprøve 4 taget (tid 60)?
","1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 60. Visit 6.
bloodsample_time90_v6_dq,bloodsample_time90_v6,visit_06,besgsdag_6,Tid 90,radio,Er blodprøve 5 taget (tid 90)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 90. Visit 6.
,bmi_v6,visit_06,besgsdag_6,,calc,BMI,"round(([weight_v6])/(([height_v6])^(2)), 1)",,,,,,,y,,,,,"Body Mass Index (BMI) in kg/m², calculated from weight and height. Visit 6."
bp_chosen_arm_v6_admin,bp_chosen_arm_v6,visit_06,besgsdag_6,"<div class=""rich-text-field-label""><p>Blodtryk og puls<br>Måles siddende efter 5-10 min hvile. Blodtryk og puls måles 3 gange. <br><br>NB: Ved gentaget systolisk blodtryk > 180 mmHg eller diastolisk blodtryk > 120 mmHg, bør deltageren ses af en læge på forsøgsstedet. </p></div>",calc,"Blodtrykket skal måles på 
1: Venstre arm
2: Højre arm",[besg_2_arm_1][bp_chosen_arm_v2],,,,,,,y,,,,,Arm used for  blood pressure measurements. Visit 6.
,bp_deviation_adminribe_v6,visit_06,besgsdag_6,,text,Beskriv afvigelsen i blodtryk og puls,,,,,,,[blood_pressure_deviation_v6] = '1',y,,,,,Description of any deviations regarding the measurements of the blood pressure. Visit 6.
,caffeine_intake_v6,visit_06,besgsdag_6,,text,"Hvis deltageren IKKE har undgået at drikke koffeinholdige drikkevarer de sidste 24 timer, hvor meget er så drukket og hvornår? ",,,,,,,[caffeine_v6] = '2',y,,,,,Indicates how much caffeine the participants has had and when the past 24 hours. Visit 6.
,caffeine_v6,visit_06,besgsdag_6,,radio,Har deltageren afholdt sig fra at koffeinholdige drikkevarer de sidste 24 timer?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates if the participant has avoided caffeinated beverages the past 24 hours. Visit 6.
,cognition_deviation_adminribe_v6,visit_06,besgsdag_6,,text,Beskriv afvigelsen i kognitionstesten,,,,,,,[cognition_deviation_v6] = '1',y,,,,,Description of any deviations regarding the cognitive tests. Visit 6.
,cognition_deviation_v6,visit_06,besgsdag_6,,radio,Kognitionstest,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v6,,Record any deviations from protocol duringthe cognition test. Visit 6.
cognition_tests_filed_office_v6_admin,cognition_tests_filed_office_v6,visit_06,besgsdag_6,,radio,Er SCIP-testen og TMT-testen lagt i mappen på kontoret?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates if the SCIP test and the TMT test has been filed in the briefcase in the office. Visit 6.
,comments_end_v6,visit_06,besgsdag_6,,notes,"<div class=""rich-text-field-label""><p>Her noteres generelle kommentarer til besøg 6.</p> <p><span style=""font-weight: normal;"">Det kan eksempelvis være:</span></p> <p><span style=""font-weight: normal;"">- Kommentarer om deltagerens samarbejde og forståelse</span><br><span style=""font-weight: normal;"">- Eventuelle afvigelser i protokollen eller komplikationer</span><br><span style=""font-weight: normal;"">- Information om udførte prøver og tests (fx hvis noget blev udsat eller aflyst)</span><br><span style=""font-weight: normal;"">- Eventuelle anbefalinger eller opfølgninger til næste besøg</span><br><span style=""font-weight: normal;"">- Logning af særlige hændelser eller observationer under besøget</span><br><span style=""font-weight: normal;"">- Kommentarer til dataindsamlingen, fx om data mangler eller kvaliteten</span><br><span style=""font-weight: normal;"">- Noter om deltagerens spørgsmål eller bekymringer</span></p> <p><span style=""font-weight: normal;""><em>Det er vigtigt at udfylde dette felt, da det bidrager til dokumentationen af besøget og hjælper med at samle vigtig information. Kommentarerne understøtter forståelsen af arbejdsgangene og projektets gennemførlighed, herunder identifikation af eventuelle udfordringer.</em></span></p> <p> </p> <p data-start=""0"" data-end=""184""><span style=""background-color: #bfedd2;"">Hvis der er generel information om deltageren, som er relevant for projektdeltagelsen, noteres den under instrumentet <strong data-start=""118"" data-end=""132"">""Stamdata""</strong> i feltet <strong data-start=""142"" data-end=""181"">""Noter ift. deltagelse i projektet""</strong>.</span></p> <p data-start=""186"" data-end=""373"" data-is-last-node="""" data-is-only-node=""""><span style=""background-color: #bfedd2;"">Det kan fx være oplysninger om, hvem personen bor sammen med, særlige forhold i husstanden eller en akut syg pårørende.</span></p></div>",,,,,,,,,LV,,,,Comment at the end of the visit. Visit 6.
,date_v6,visit_06,besgsdag_6,,text,Dato for besøget,,,date_dmy,01.02.2023,31.12.2028,,,y,,,,,Date of visit. Visit 6. @today
,dia_bp_1_v6,visit_06,besgsdag_6,,text,Diastolisk blodtryk 1,,mmHg,number,30,150,,,y,,,,,"Diastolic blood pressure in mmHg, first measurement. 
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 6."
,dia_bp_2_v6,visit_06,besgsdag_6,,text,Diastolisk blodtryk 2,,mmHg,number,30,150,,,y,,,,,"Diastolic blood pressure in mmHg, second measurement. 
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 6."
,dia_bp_3_v6,visit_06,besgsdag_6,,text,Diastolisk blodtryk 3,,mmHG,number,30,150,,,y,,,,,"Systolic blood pressure in mmHg, third measurement. 
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 6."
,dia_bp_avg_v6,visit_06,besgsdag_6,,calc,"Diastolisk blodtryk, gennemsnit ","if(
  [dia_bp_3_v6]<>'' and [dia_bp_2_v6]<>'',
  ([dia_bp_3_v6]+[dia_bp_2_v6])/2,
  if(
    [dia_bp_3_v6]<>'' and [dia_bp_2_v6]='',
    [dia_bp_3_v6],
    if(
      [dia_bp_3_v6]='' and [dia_bp_2_v6]<>'',
      [dia_bp_2_v6],
      '')))",mmHg. NB: Ved gentaget diastolisk blodtryk over 120 mmHg bør deltageren ses af en læge på undersøgelsesstedet,,,,,,,,,,,Mean of last two diastolic BP measurements (2 and 3); otherwise most recent available. Visit 6.
,dxa_contraindicated_v6,visit_06,besgsdag_6,,radio,Har deltageren  fået sprøjtet kontrastvæske ind i kroppen inden for den sidste uge?,"1, Ja | 2, Nej","Hvis ""Ja"" må DXA ikke gennemføres",,,,,,y,,,,,Indicates whether the participant has had contrast fluid injected within the past week . Visit 6.
,dxa_deviation_adminribe_v6,visit_06,besgsdag_6,,text,Beskriv afvigelsen i DXA scanning,,,,,,,[dxa_deviation_v6] = '1',y,,,,,Description of any deviations regarding the DXA scan. Visit 6.
,dxa_deviation_v6,visit_06,besgsdag_6,,radio,DXA,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v6,,Record any deviations from protocol during dxa scan. Visit 6.
,dxa_metal_v6,visit_06,besgsdag_6,"Vægt, højde og DXA ",radio,Har forsøgsdeltageren fået indopereret metal i kroppen?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates whether the participant has any metal parts in their body. Visit 6.
,dxa_performed_v6,visit_06,besgsdag_6,,radio,Er DXA udført?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates if the DXA is perfomed. Visit 6.
,dxa_print_v6,visit_06,besgsdag_6,,radio,Er DXA-data printet ud og lagt i ON LiMiT-mappen?,"1, Ja | 2, Nej",,,,,,[dxa_performed_v6]='1',y,,,,,States whether DXA data have been printed and filed in the ON LiMiT folder. Visit 6.
dxa_upload_ldrive_v6_dq,dxa_upload_ldrive_v6,visit_06,besgsdag_6,,radio,"<div class=""rich-text-field-label""><p>Er DXA-data indlæst og gemt i mappen på L-drevet (excel-fil)?</p> <p><span style=""font-weight: normal;""><em>Gemmes som onlimit_ID_visit_test (eksempel: onlimit_05_v6_dxa)</em></span></p></div>","1, Ja | 2, Nej",L:\AuditData\ON LiMiT\2. Feasibility studie\9. Data\2. DXA,,,,,[dxa_performed_v6]='1',y,,,,,DXA results saved on L-drive. Workflow. Visit 6.
,dxa_which_metal_v6,visit_06,besgsdag_6,,text,"Hvis ""Ja"", beskriv",,,,,,,[dxa_metal_v6] = '1',y,,,,,"Indicates the type of metal in the participants body, if any. Visit 6."
,empty_bladder_v6,visit_06,besgsdag_6,,radio,Har deltageren tømt blæren lige inden vejning og DXA?,"1, Ja | 2, Nej",Hvis ikke skal deltageren bedes gå ud og tømme blæren,,,,,,y,,,,,Indicates if participant has emptied bladder before dxa. Workflow. Visit 6.
,exercise_24h_v6,visit_06,besgsdag_6,,text,"Hvis deltageren IKKE har undladt at være fysisk aktiv inden for de sidste 24 timer, hvor meget har deltageren så bevæget sig og hvornår? ",,,,,,,[no_exercise_24h_v6] = '2',y,,,,,Indicates how much intense activity or exercise the participant did and when the past 24 hours. Visit 6.
